date_received,product,subproduct,issue,subissue,company_public_response,company_name,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,state_name,zip_code_population,state_population,median_income_zip_code,median_income_state
4/29/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32765,,Phone,4/29/2022,Closed with explanation,TRUE,5519671,Florida,65151,20598139,77074,53267
5/9/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32837,Older American,Phone,5/24/2022,Closed with explanation,TRUE,5551298,Florida,54051,20598139,60460,53267
6/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33617,Older American,Web,6/10/2022,Closed with explanation,TRUE,5657129,Florida,45652,20598139,37257,53267
2/22/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33167,,Referral,2/23/2022,Closed with explanation,TRUE,5252907,Florida,19837,20598139,36870,53267
2/3/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33559,Older American,Web,2/3/2022,Closed with explanation,TRUE,5183033,Florida,17731,20598139,63414,53267
4/18/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34110,,Web,5/3/2022,Closed with explanation,TRUE,5462788,Florida,24008,20598139,77197,53267
4/19/2022,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33021,Older American,Phone,4/19/2022,Closed with explanation,TRUE,5464767,Florida,49350,20598139,57926,53267
5/13/2022,Mortgage,Other type of mortgage,Closing on a mortgage,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,32256,,Web,5/13/2022,Closed with explanation,TRUE,5557163,Florida,45688,20598139,62235,53267
3/6/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,32246,,Web,3/6/2022,Closed with explanation,TRUE,5292010,Florida,51275,20598139,57507,53267
4/3/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,33056,,Web,4/3/2022,Closed with explanation,TRUE,5401821,Florida,36409,20598139,40985,53267
5/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,FL,33776,Older American,Phone,5/14/2022,Closed with explanation,TRUE,5552124,Florida,12872,20598139,74332,53267
4/21/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,COLORADO HOUSING AND FINANCE AUTHORITY,FL,32605,,Web,4/21/2022,Closed with explanation,TRUE,5477030,Florida,24684,20598139,69102,53267
2/1/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,FL,33547,,Web,2/1/2022,Closed with explanation,TRUE,5169475,Florida,24813,20598139,103167,53267
1/25/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,FL,33413,Older American,Phone,1/25/2022,Closed with explanation,TRUE,5149079,Florida,17473,20598139,60635,53267
1/20/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Specialized Loan Servicing Holdings LLC,FL,33172,,Web,1/20/2022,Closed with explanation,TRUE,5131254,Florida,43083,20598139,46983,53267
1/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,FL,34219,,Web,1/10/2022,Closed with explanation,TRUE,5091146,Florida,23792,20598139,81918,53267
4/1/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,FL,33141,,Web,4/1/2022,Closed with explanation,TRUE,5396357,Florida,40005,20598139,48096,53267
3/6/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,FL,34135,,Web,3/6/2022,Closed with explanation,TRUE,5290772,Florida,46064,20598139,61809,53267
5/29/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",FL,32801,,Web,5/29/2022,Closed with explanation,TRUE,5612232,Florida,12174,20598139,53628,53267
5/5/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,,"TIAA, FSB",FL,34639,,Referral,5/6/2022,Closed with explanation,TRUE,5549573,Florida,27522,20598139,80380,53267
4/15/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Aspen Yo LLC,FL,33025,,Web,4/15/2022,Closed with explanation,TRUE,5453611,Florida,71763,20598139,57219,53267
1/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Synovus Bank,FL,33431,,Web,1/7/2022,Closed with explanation,TRUE,5081433,Florida,20967,20598139,74614,53267
3/8/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,32837,,Web,3/8/2022,Closed with explanation,TRUE,5296085,Florida,54051,20598139,60460,53267
1/25/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,33142,,Referral,1/26/2022,Closed with explanation,TRUE,5153909,Florida,58574,20598139,24106,53267
5/2/2022,Mortgage,Other type of mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,32043,,Web,5/2/2022,Closed with non-monetary relief,TRUE,5529583,Florida,24952,20598139,62317,53267
6/24/2022,Mortgage,Other type of mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,32343,,Web,6/24/2022,Closed with explanation,TRUE,5705982,Florida,3301,20598139,54526,53267
5/2/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,32220,,Web,5/24/2022,Closed with explanation,TRUE,5525258,Florida,13179,20598139,54253,53267
1/4/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,FL,32822,Servicemember,Web,1/4/2022,Closed with explanation,TRUE,5067863,Florida,60781,20598139,37565,53267
6/27/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",FL,34748,,Web,6/28/2022,Closed with explanation,TRUE,5715026,Florida,39230,20598139,43969,53267
2/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",FL,33040,,Web,2/25/2022,Closed with explanation,TRUE,5205101,Florida,34784,20598139,67740,53267
2/26/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",FL,32209,,Web,2/26/2022,Closed with explanation,TRUE,5263127,Florida,35436,20598139,24664,53267
1/25/2022,Mortgage,VA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",FL,33040,"Older American, Servicemember",Web,3/21/2022,Closed with explanation,TRUE,5149285,Florida,34784,20598139,67740,53267
4/27/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",FL,33811,,Phone,4/27/2022,Closed with explanation,TRUE,5503413,Florida,21739,20598139,57589,53267
3/3/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MIDFIRST BANK,FL,33317,"Older American, Servicemember",Web,3/3/2022,Closed with explanation,TRUE,5283511,Florida,38360,20598139,65934,53267
3/4/2022,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MIDFIRST BANK,FL,32821,,Web,3/4/2022,Closed with explanation,TRUE,5285603,Florida,17374,20598139,56090,53267
2/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,PNC Bank N.A.,FL,33755,,Web,2/4/2022,Closed with explanation,TRUE,5186906,Florida,25445,20598139,39461,53267
4/4/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,Company believes the complaint provided an opportunity to answer consumer's questions,PNC Bank N.A.,FL,32653,Older American,Phone,4/4/2022,Closed with explanation,TRUE,5405886,Florida,13168,20598139,65427,53267
3/8/2022,Mortgage,Other type of mortgage,Trouble during payment process,,,PNC Bank N.A.,FL,32757,,Web,3/8/2022,Closed with explanation,TRUE,5297513,Florida,26679,20598139,56206,53267
3/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,PNC Bank N.A.,FL,33312,Older American,Web,3/7/2022,Closed with explanation,TRUE,5294832,Florida,53552,20598139,54918,53267
4/14/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,33625,,Phone,5/9/2022,Closed with non-monetary relief,TRUE,5448752,Florida,26242,20598139,68300,53267
3/29/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EQUITY LOANS LLC,FL,32703,,Web,3/29/2022,Closed with explanation,TRUE,5378504,Florida,50992,20598139,49742,53267
6/27/2022,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,,,EQUITY LOANS LLC,FL,33967,,Web,6/27/2022,Closed with explanation,TRUE,5712413,Florida,25041,20598139,64896,53267
1/17/2022,Mortgage,FHA mortgage,Trouble during payment process,,,"MONEY SOURCE, THE",FL,33033,,Web,1/17/2022,Closed with explanation,TRUE,5117498,Florida,58224,20598139,45782,53267
2/24/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"My Mortgage, Inc.",FL,33034,,Web,2/24/2022,Closed with explanation,TRUE,5258139,Florida,23281,20598139,36363,53267
4/12/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"FLAGSTAR BANK, FSB",FL,33764,Older American,Web,4/12/2022,Closed with explanation,TRUE,5438993,Florida,26282,20598139,50800,53267
4/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"FLAGSTAR BANK, FSB",FL,32256,,Web,4/15/2022,Closed with explanation,TRUE,5453798,Florida,45688,20598139,62235,53267
2/3/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,"Fay Servicing, LLC",FL,32333,,Web,2/28/2022,Closed with explanation,TRUE,5180588,Florida,10506,20598139,47784,53267
4/11/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Fay Servicing, LLC",FL,32720,Servicemember,Web,4/11/2022,Closed with explanation,TRUE,5430816,Florida,31819,20598139,44146,53267
5/30/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Fay Servicing, LLC",FL,32822,,Web,5/30/2022,Closed with explanation,TRUE,5617471,Florida,60781,20598139,37565,53267
3/16/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Fay Servicing, LLC",FL,33607,,Web,3/18/2022,Closed with explanation,TRUE,5329725,Florida,23813,20598139,41794,53267
1/22/2022,Mortgage,FHA mortgage,Problem with a credit reporting company's investigation into an existing problem,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GATEWAY FIRST BANK,FL,34208,,Web,1/22/2022,Closed with explanation,TRUE,5138649,Florida,39538,20598139,47139,53267
2/16/2022,Mortgage,FHA mortgage,Closing on a mortgage,,,NATIONSTAR MORTGAGE,FL,32757,,Web,2/16/2022,Closed with explanation,TRUE,5227839,Florida,26679,20598139,56206,53267
3/4/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,FL,34450,Older American,Web,3/4/2022,Closed with explanation,TRUE,5285666,Florida,10747,20598139,36630,53267
5/5/2022,Mortgage,Other type of mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,FL,33472,,Web,5/5/2022,Closed with explanation,TRUE,5548204,Florida,20039,20598139,74700,53267
1/19/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,FL,32225,,Web,1/19/2022,Closed with explanation,TRUE,5128333,Florida,54496,20598139,75517,53267
4/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,FL,33901,,Web,4/18/2022,Closed with explanation,TRUE,5404205,Florida,20950,20598139,35758,53267
5/17/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,FL,34610,,Web,5/17/2022,Closed with explanation,TRUE,5570208,Florida,14656,20598139,49551,53267
5/17/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,FL,33172,,Web,5/31/2022,Closed with explanation,TRUE,5568935,Florida,43083,20598139,46983,53267
5/14/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,FL,32757,,Web,5/26/2022,Closed with explanation,TRUE,5560518,Florida,26679,20598139,56206,53267
1/27/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,NATIONSTAR MORTGAGE,FL,33193,,Web,1/28/2022,Closed with explanation,TRUE,5158398,Florida,51378,20598139,58004,53267
3/2/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Selene Holdings LLC,FL,33781,,Web,3/2/2022,Closed with explanation,TRUE,5276723,Florida,25059,20598139,40055,53267
2/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Selene Holdings LLC,FL,33076,,Web,2/10/2022,Closed with explanation,TRUE,5208114,Florida,36600,20598139,124303,53267
4/4/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company disputes the facts presented in the complaint,DHI Mortgage Company,FL,34957,,Web,4/4/2022,Closed with explanation,TRUE,5403986,Florida,23078,20598139,54349,53267
6/14/2022,Mortgage,VA mortgage,Trouble during payment process,,,GUARANTEED RATE INC.,FL,32955,Servicemember,Web,6/14/2022,Closed with explanation,TRUE,5668048,Florida,39127,20598139,68946,53267
4/7/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,JPMORGAN CHASE & CO.,FL,34205,"Older American, Servicemember",Web,4/7/2022,Closed with explanation,TRUE,5419636,Florida,32534,20598139,40613,53267
2/18/2022,Mortgage,Other type of mortgage,Closing on a mortgage,,,JPMORGAN CHASE & CO.,FL,33428,,Web,2/18/2022,Closed with explanation,TRUE,5238434,Florida,41189,20598139,67500,53267
4/28/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,JPMORGAN CHASE & CO.,FL,32818,,Web,4/28/2022,Closed with explanation,TRUE,5510991,Florida,55586,20598139,43438,53267
6/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,JPMORGAN CHASE & CO.,FL,32801,,Web,6/7/2022,Closed with explanation,TRUE,5643107,Florida,12174,20598139,53628,53267
2/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,FL,33436,,Referral,2/10/2022,Closed with explanation,TRUE,5206418,Florida,44249,20598139,55735,53267
3/29/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,"Rocket Mortgage, LLC",FL,33321,,Web,4/21/2022,Closed with monetary relief,TRUE,5383490,Florida,47974,20598139,48986,53267
4/22/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Rocket Mortgage, LLC",FL,34681,,Web,4/29/2022,Closed with explanation,TRUE,5485583,Florida,775,20598139,58438,53267
4/27/2022,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Rocket Mortgage, LLC",FL,33319,,Web,4/27/2022,Closed with explanation,TRUE,5504779,Florida,47021,20598139,45531,53267
3/29/2022,Mortgage,Conventional home mortgage,Improper use of your report,,,"Filo Mortgage, L.L.C.",FL,33570,"Older American, Servicemember",Web,4/19/2022,Closed with explanation,TRUE,5381727,Florida,27821,20598139,50809,53267
3/3/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,32801,,Web,3/3/2022,Closed with explanation,TRUE,5282758,Florida,12174,20598139,53628,53267
1/25/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33186,,Web,2/7/2022,Closed with explanation,TRUE,5145368,Florida,70614,20598139,69823,53267
5/25/2022,Mortgage,Other type of mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,34119,Older American,Web,5/25/2022,Closed with explanation,TRUE,5600528,Florida,31632,20598139,87992,53267
4/25/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33351,,Referral,4/28/2022,Closed with explanation,TRUE,5509100,Florida,35581,20598139,58962,53267
1/19/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,34203,,Postal mail,1/19/2022,Closed with explanation,TRUE,5126836,Florida,37632,20598139,51569,53267
1/31/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33165,,Referral,2/2/2022,Closed with explanation,TRUE,5178252,Florida,56133,20598139,50758,53267
5/26/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33909,Servicemember,Web,5/26/2022,Closed with explanation,TRUE,5606206,Florida,31467,20598139,54280,53267
5/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33708,,Referral,5/10/2022,Closed with explanation,TRUE,5552018,Florida,16098,20598139,59189,53267
6/27/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33432,,Web,6/27/2022,Closed with explanation,TRUE,5713810,Florida,19578,20598139,72425,53267
5/5/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33708,,Referral,5/6/2022,Closed with explanation,TRUE,5550749,Florida,16098,20598139,59189,53267
3/12/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33025,,Web,3/12/2022,Closed with explanation,TRUE,5312900,Florida,71763,20598139,57219,53267
2/13/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,"LD Holdings Group, LLC",FL,32765,,Web,2/13/2022,Closed with explanation,TRUE,5216699,Florida,65151,20598139,77074,53267
3/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"LD Holdings Group, LLC",FL,33304,,Phone,3/4/2022,Closed with explanation,TRUE,5286166,Florida,18771,20598139,54749,53267
1/20/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,VALLEY NATIONAL BANCORP,FL,33435,,Web,1/20/2022,Closed with explanation,TRUE,5130738,Florida,36423,20598139,46283,53267
2/27/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,Angel Oak Home Loans LLC,FL,33351,,Web,2/27/2022,Closed with explanation,TRUE,5267020,Florida,35581,20598139,58962,53267
5/23/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Caliber Home Loans, Inc.",FL,33558,Older American,Web,5/23/2022,Closed with explanation,TRUE,5589344,Florida,22843,20598139,78391,53267
2/17/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Caliber Home Loans, Inc.",FL,32164,Older American,Phone,2/17/2022,Closed with explanation,TRUE,5231807,Florida,45207,20598139,52466,53267
4/12/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Caliber Home Loans, Inc.",FL,34289,,Phone,4/12/2022,Closed with explanation,TRUE,5438955,Florida,3734,20598139,54922,53267
4/17/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,FL,32771,,Web,4/17/2022,Closed with explanation,TRUE,5458845,Florida,54980,20598139,56934,53267
6/15/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,FL,33309,,Web,6/15/2022,Closed with explanation,TRUE,5672442,Florida,40926,20598139,54639,53267
3/4/2022,Mortgage,VA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,FL,32034,"Older American, Servicemember",Web,3/4/2022,Closed with explanation,TRUE,5284837,Florida,34928,20598139,71476,53267
1/2/2022,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,FL,34110,,Web,1/2/2022,Closed with explanation,TRUE,5061384,Florida,24008,20598139,77197,53267
3/24/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes complaint is the result of an isolated error,"MORTGAGE FIRM, INC., THE",FL,33626,,Web,3/24/2022,Closed with non-monetary relief,TRUE,5364436,Florida,29964,20598139,106560,53267
6/1/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"PLANET HOME LENDING, LLC",FL,34224,,Phone,6/1/2022,Closed with explanation,TRUE,5624945,Florida,15913,20598139,44673,53267
1/28/2022,Mortgage,FHA mortgage,Trouble during payment process,,,SN SERVICING CORPORATION,FL,33328,Servicemember,Web,1/28/2022,Closed with explanation,TRUE,5161795,Florida,28782,20598139,85858,53267
6/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",FL,33029,,Web,6/9/2022,Closed with explanation,TRUE,5648716,Florida,47895,20598139,107109,53267
3/28/2022,Mortgage,Other type of mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",FL,32256,,Web,3/28/2022,Closed with explanation,TRUE,5378146,Florida,45688,20598139,62235,53267
6/8/2022,Mortgage,Other type of mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",FL,32256,,Web,6/8/2022,Closed with explanation,TRUE,5645534,Florida,45688,20598139,62235,53267
3/7/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes the complaint is the result of a misunderstanding,"Shellpoint Partners, LLC",FL,32210,,Phone,4/18/2022,Closed with explanation,TRUE,5292486,Florida,61496,20598139,45006,53267
3/8/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",FL,33487,"Older American, Servicemember",Phone,3/8/2022,Closed with explanation,TRUE,5298418,Florida,20176,20598139,80947,53267
1/26/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes the complaint provided an opportunity to answer consumer's questions,"Shellpoint Partners, LLC",FL,33801,,Web,1/26/2022,Closed with explanation,TRUE,5152578,Florida,35305,20598139,35696,53267
2/24/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes the complaint is the result of a misunderstanding,"Shellpoint Partners, LLC",FL,33401,,Referral,2/24/2022,Closed with explanation,TRUE,5258255,Florida,28287,20598139,48767,53267
4/9/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,CrossCountry Mortgage LLC,FL,33322,,Web,4/9/2022,Closed with non-monetary relief,TRUE,5428451,Florida,39049,20598139,49681,53267
4/12/2022,Mortgage,Reverse mortgage,Incorrect information on your report,,Company believes it acted appropriately as authorized by contract or law,"Longbridge Financial, LLC",FL,32744,Older American,Phone,4/12/2022,Closed with explanation,TRUE,5437215,Florida,3764,20598139,45510,53267
3/22/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,CARDINAL FINANCIAL COMPANY,FL,33446,Older American,Phone,3/22/2022,Closed with explanation,TRUE,5353310,Florida,24983,20598139,56361,53267
6/20/2022,Mortgage,VA mortgage,Struggling to pay mortgage,,,"Dovenmuehle Mortgage, Inc.",FL,33619,,Web,6/20/2022,Closed with explanation,TRUE,5687424,Florida,39747,20598139,41318,53267
2/25/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,TD BANK US HOLDING COMPANY,FL,34990,,Web,2/25/2022,Closed with explanation,TRUE,5264286,Florida,30101,20598139,79817,53267
2/22/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,,TD BANK US HOLDING COMPANY,FL,33156,,Web,2/22/2022,Closed with explanation,TRUE,5248769,Florida,34167,20598139,112373,53267
2/14/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,TD BANK US HOLDING COMPANY,FL,32765,Older American,Web,3/2/2022,Closed with explanation,TRUE,5217924,Florida,65151,20598139,77074,53267
2/15/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,TD BANK US HOLDING COMPANY,FL,33139,,Web,2/15/2022,Closed with explanation,TRUE,5221799,Florida,38606,20598139,52278,53267
1/4/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Midwest Loan Services, Inc.",FL,32310,Servicemember,Web,1/4/2022,Closed with explanation,TRUE,5068695,Florida,15864,20598139,36653,53267
6/26/2022,Mortgage,Reverse mortgage,Closing on a mortgage,,,Ocwen Financial Corporation,FL,34951,Older American,Web,6/26/2022,Closed with explanation,TRUE,5710547,Florida,15978,20598139,42272,53267
1/17/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,Ocwen Financial Corporation,FL,32963,,Web,1/17/2022,Closed with explanation,TRUE,5117647,Florida,14790,20598139,110471,53267
5/4/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Ocwen Financial Corporation,FL,33319,,Referral,5/23/2022,Closed with explanation,TRUE,5580890,Florida,47021,20598139,45531,53267
6/28/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Ocwen Financial Corporation,FL,33411,,Web,6/28/2022,Closed with explanation,TRUE,5719669,Florida,71587,20598139,68507,53267
