date_received,product,subproduct,issue,subissue,company_public_response,company_name,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,state_name,zip_code_population,state_population,median_income_zip_code,median_income_state
3/8/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",IL,60660,,Web,3/8/2022,Closed with explanation,TRUE,5298137,Illinois,43242,12821497,49241,63575
2/2/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Aspen Yo LLC,IL,60417,,Referral,2/4/2022,Closed with explanation,TRUE,5186770,Illinois,15225,12821497,69491,63575
2/4/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,IL,60542,,Web,2/4/2022,Closed with non-monetary relief,TRUE,5186732,Illinois,18125,12821497,81947,63575
4/2/2022,Mortgage,VA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,IL,60526,,Web,4/3/2022,Closed with explanation,TRUE,5399644,Illinois,13546,12821497,95085,63575
3/28/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,IL,60532,,Phone,4/13/2022,Closed with explanation,TRUE,5375062,Illinois,28178,12821497,82952,63575
2/2/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,IL,60637,,Web,2/2/2022,Closed with non-monetary relief,TRUE,5176252,Illinois,47454,12821497,28785,63575
4/7/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,IL,60629,Older American,Web,4/7/2022,Closed with explanation,TRUE,5419355,Illinois,111850,12821497,42019,63575
6/8/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",IL,60490,Older American,Web,6/8/2022,Closed with explanation,TRUE,5645413,Illinois,22202,12821497,121472,63575
2/17/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"MONEY SOURCE, THE",IL,60189,,Web,2/17/2022,Closed with explanation,TRUE,5233314,Illinois,30427,12821497,98750,63575
1/5/2022,Mortgage,FHA mortgage,Problem with a credit reporting company's investigation into an existing problem,,,"MONEY SOURCE, THE",IL,60014,,Web,1/5/2022,Closed with explanation,TRUE,5070002,Illinois,48443,12821497,87256,63575
6/15/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Fay Servicing, LLC",IL,60465,,Web,6/15/2022,Closed with explanation,TRUE,5675547,Illinois,17473,12821497,59104,63575
2/9/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Fay Servicing, LLC",IL,60047,Older American,Phone,2/10/2022,Closed with explanation,FALSE,5204773,Illinois,42637,12821497,135146,63575
2/2/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,IL,60555,,Phone,2/2/2022,Closed with explanation,TRUE,5178335,Illinois,13448,12821497,82106,63575
3/24/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,IL,60605,,Web,3/24/2022,Closed with explanation,TRUE,5363930,Illinois,27519,12821497,111164,63575
6/17/2022,Mortgage,FHA mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,IL,60471,,Phone,6/17/2022,Closed with explanation,TRUE,5680829,Illinois,14055,12821497,55625,63575
6/17/2022,Mortgage,FHA mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,IL,60471,,Web,6/17/2022,Closed with explanation,TRUE,5680830,Illinois,14055,12821497,55625,63575
4/8/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,IL,60532,,Web,4/8/2022,Closed with explanation,TRUE,5425281,Illinois,28178,12821497,82952,63575
3/2/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes the complaint provided an opportunity to answer consumer's questions,NATIONSTAR MORTGAGE,IL,60543,,Web,3/16/2022,Closed with explanation,TRUE,5281038,Illinois,40027,12821497,101999,63575
6/27/2022,Mortgage,Reverse mortgage,Applying for a mortgage or refinancing an existing mortgage,,,NATIONSTAR MORTGAGE,IL,60649,,Referral,7/1/2022,Closed with explanation,TRUE,5728223,Illinois,46024,12821497,30222,63575
5/3/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Selene Holdings LLC,IL,60402,Older American,Web,5/3/2022,Closed with explanation,TRUE,5535719,Illinois,63554,12821497,60814,63575
2/9/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,JPMORGAN CHASE & CO.,IL,60560,Servicemember,Web,2/9/2022,Closed with explanation,TRUE,5206094,Illinois,24886,12821497,95878,63575
4/11/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,JPMORGAN CHASE & CO.,IL,60409,,Referral,4/20/2022,Closed with explanation,TRUE,5471996,Illinois,36955,12821497,42718,63575
3/20/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,JPMORGAN CHASE & CO.,IL,60618,,Referral,3/22/2022,Closed with explanation,TRUE,5351819,Illinois,94395,12821497,73810,63575
6/21/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,JPMORGAN CHASE & CO.,IL,60540,Older American,Web,6/21/2022,Closed with explanation,TRUE,5690696,Illinois,45112,12821497,118451,63575
2/2/2022,Mortgage,FHA mortgage,Closing on a mortgage,,,"Rocket Mortgage, LLC",IL,60616,,Web,2/2/2022,Closed with monetary relief,TRUE,5175130,Illinois,54464,12821497,45997,63575
4/9/2022,Mortgage,FHA mortgage,Incorrect information on your report,,,"Rocket Mortgage, LLC",CT,62320,,Web,4/9/2022,Closed with explanation,TRUE,5425571,Illinois,2324,12821497,60769,63575
1/20/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,IL,60659,,Referral,1/20/2022,Closed with explanation,TRUE,5131246,Illinois,41068,12821497,51383,63575
4/12/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,IL,60164,,Web,4/12/2022,Closed with explanation,TRUE,5438592,Illinois,21600,12821497,60191,63575
6/23/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,IL,60123,,Phone,6/23/2022,Closed with explanation,TRUE,5702389,Illinois,48952,12821497,61680,63575
4/13/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,IL,60532,,Web,4/13/2022,Closed with explanation,TRUE,5443803,Illinois,28178,12821497,82952,63575
1/31/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,IL,62859,,Web,1/31/2022,Closed with explanation,TRUE,5170826,Illinois,5829,12821497,55556,63575
2/28/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"PLANET HOME LENDING, LLC",IL,60093,,Web,2/28/2022,Closed with explanation,TRUE,5268618,Illinois,19441,12821497,174966,63575
1/6/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,SN SERVICING CORPORATION,IL,60487,,Referral,1/7/2022,Closed with explanation,TRUE,5081424,Illinois,26588,12821497,98072,63575
2/27/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",IL,60543,,Web,2/27/2022,Closed with explanation,TRUE,5266315,Illinois,40027,12821497,101999,63575
6/29/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",CT,60660,,Web,6/29/2022,Closed with explanation,TRUE,5722734,Illinois,43242,12821497,49241,63575
5/13/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",IL,60586,,Web,5/13/2022,Closed with explanation,TRUE,5557241,Illinois,47692,12821497,104785,63575
5/25/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",CT,60660,,Web,5/26/2022,Closed with explanation,TRUE,5601719,Illinois,43242,12821497,49241,63575
2/21/2022,Mortgage,FHA mortgage,Incorrect information on your report,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",IL,60651,,Web,2/21/2022,Closed with explanation,TRUE,5245265,Illinois,63218,12821497,38083,63575
1/5/2022,Mortgage,VA mortgage,Incorrect information on your report,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",IL,62711,Servicemember,Web,1/5/2022,Closed with explanation,TRUE,5076141,Illinois,16752,12821497,105539,63575
6/17/2022,Mortgage,Conventional home mortgage,Improper use of your report,,Company believes the complaint is the result of a misunderstanding,"Celebrity Financial, Inc.",IL,60202,,Web,6/17/2022,Closed with explanation,TRUE,5679089,Illinois,32861,12821497,77931,63575
4/1/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,"Dovenmuehle Mortgage, Inc.",IL,61554,,Phone,4/1/2022,Closed with explanation,TRUE,5396418,Illinois,42059,12821497,53504,63575
2/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Dovenmuehle Mortgage, Inc.",IL,60641,,Web,2/4/2022,Closed with explanation,TRUE,5186822,Illinois,71023,12821497,60073,63575
2/24/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Ocwen Financial Corporation,IL,60471,Servicemember,Web,2/24/2022,Closed with explanation,TRUE,5260290,Illinois,14055,12821497,55625,63575
4/7/2022,Mortgage,Reverse mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,Ocwen Financial Corporation,IL,60617,Older American,Phone,4/7/2022,Closed with explanation,TRUE,5420314,Illinois,82534,12821497,40265,63575
1/12/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Ocwen Financial Corporation,IL,60606,,Web,1/12/2022,Closed with explanation,TRUE,5096130,Illinois,3101,12821497,131477,63575
2/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,PRIMARY RESIDENTIAL MORTGAGE,IL,60047,Older American,Web,2/15/2022,Closed with explanation,TRUE,5223873,Illinois,42637,12821497,135146,63575
6/17/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,IL,60050,,Web,6/17/2022,Closed with explanation,TRUE,5680242,Illinois,32732,12821497,70289,63575
6/16/2022,Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PENTAGON FEDERAL CREDIT UNION,IL,60443,Servicemember,Web,6/16/2022,Closed with explanation,TRUE,5679337,Illinois,21554,12821497,73544,63575
1/20/2022,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company believes the complaint is the result of a misunderstanding,AMERISAVE MORTGAGE CORPORATION,IL,60188,,Web,1/20/2022,Closed with monetary relief,TRUE,5131939,Illinois,42602,12821497,82232,63575
1/5/2022,Mortgage,Reverse mortgage,Trouble during payment process,,,Finance of America Holdings LLC,IL,60002,"Older American, Servicemember",Web,1/20/2022,Closed with explanation,TRUE,5070164,Illinois,24066,12821497,82692,63575
3/17/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",IL,60653,Older American,Phone,3/21/2022,Closed with explanation,TRUE,5334493,Illinois,31972,12821497,29569,63575
4/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",IL,60426,Older American,Web,4/26/2022,Closed with explanation,TRUE,5420051,Illinois,28924,12821497,30015,63575
2/25/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,"CARRINGTON MORTGAGE SERVICES, LLC",IL,60447,,Web,2/25/2022,Closed with explanation,TRUE,5261944,Illinois,14220,12821497,75485,63575
5/10/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BMO HARRIS BANK NATIONAL ASSOCIATION,IL,60126,Older American,Phone,5/16/2022,Closed with explanation,TRUE,5552041,Illinois,48410,12821497,111420,63575
1/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BMO HARRIS BANK NATIONAL ASSOCIATION,IL,60410,Older American,Phone,1/10/2022,Closed with explanation,TRUE,5089477,Illinois,12791,12821497,89398,63575
2/13/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60106,,Web,2/13/2022,Closed with non-monetary relief,TRUE,5216680,Illinois,20462,12821497,63486,63575
4/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60123,,Phone,4/15/2022,Closed with explanation,TRUE,5452672,Illinois,48952,12821497,61680,63575
3/18/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60189,,Web,3/18/2022,Closed with non-monetary relief,TRUE,5338848,Illinois,30427,12821497,98750,63575
1/24/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,IL,60647,,Web,1/24/2022,Closed with explanation,TRUE,5143979,Illinois,87509,12821497,73443,63575
4/12/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,IL,60403,,Web,4/12/2022,Closed with explanation,TRUE,5435444,Illinois,18254,12821497,54530,63575
1/25/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,IL,60430,,Web,2/3/2022,Closed with explanation,TRUE,5146156,Illinois,20227,12821497,73251,63575
4/6/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,IL,60644,,Web,4/6/2022,Closed with explanation,TRUE,5415644,Illinois,47712,12821497,27262,63575
2/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,IL,60008,,Web,2/16/2022,Closed with explanation,TRUE,5224954,Illinois,21833,12821497,66462,63575
2/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Community Loan Servicing, LLC (formerly known as Bayview Loan Servicing, LLC)",IL,60409,Older American,Phone,2/26/2022,Closed with explanation,TRUE,5192774,Illinois,36955,12821497,42718,63575
